PARKFIELD C02090 Earthquake
4215,0.005
0.0000000000
-0.0000288785
-0.0000579439
-0.0000864555
-0.0001142193
-0.0001413838
-0.0001684214
-0.0001973585
-0.0002318719
-0.0002747750
-0.0003232762
-0.0003713947
-0.0004140116
-0.0004478998
-0.0004776438
-0.0005091725
-0.0005426662
-0.0005771724
-0.0006112965
-0.0006429655
-0.0006709920
-0.0006981365
-0.0007340669
-0.0007938291
-0.0008854365
-0.0009891957
-0.0010716581
-0.0011103293
-0.0011032296
-0.0010658521
-0.0010405904
-0.0010848291
-0.0012230956
-0.0014415835
-0.0016905735
-0.0018935477
-0.0020004387
-0.0020154232
-0.0019801243
-0.0019674935
-0.0020548047
-0.0022946848
-0.0026855411
-0.0031555686
-0.0036053684
-0.0039539539
-0.0041680963
-0.0042806833
-0.0043650312
-0.0044976801
-0.0047282387
-0.0050515243
-0.0054099376
-0.0057084819
-0.0058612772
-0.0058466898
-0.0057045729
-0.0055027030
-0.0053270811
-0.0052681557
-0.0053653811
-0.0055806977
-0.0058357661
-0.0060443139
-0.0061424494
-0.0061213835
-0.0060311277
-0.0059523238
-0.0059521933
-0.0060460184
-0.0061939776
-0.0063536763
-0.0065019285
-0.0066244075
-0.0067313421
-0.0068446623
-0.0069855367
-0.0071840139
-0.0074553852
-0.0077704188
-0.0080689281
-0.0082934598
-0.0084105416
-0.0084364610
-0.0084304915
-0.0084572296
-0.0085728201
-0.0087995458
-0.0091096070
-0.0094483954
-0.0097674575
-0.0100336000
-0.0102523625
-0.0104657900
-0.0106932467
-0.0109278683
-0.0111553746
-0.0113540104
-0.0115011475
-0.0115910175
-0.0116430026
-0.0116899983
-0.0117467374
-0.0117965448
-0.0118050106
-0.0117354127
-0.0115776445
-0.0113568642
-0.0111336334
-0.0110323263
-0.0111930638
-0.0116705221
-0.0123711267
-0.0130831443
-0.0135891861
-0.0137591556
-0.0136364599
-0.0134329771
-0.0133220804
-0.0133095932
-0.0132761187
-0.0130758533
-0.0126352087
-0.0119694467
-0.0111420650
-0.0102345447
-0.0093301361
-0.0084699937
-0.0076513675
-0.0068622296
-0.0060860214
-0.0053015375
-0.0045018824
-0.0036967254
-0.0029269653
-0.0022765949
-0.0018426091
-0.0016963571
-0.0018538719
-0.0022506454
-0.0027879743
-0.0033931977
-0.0039962510
-0.0045084412
-0.0048748548
-0.0051268385
-0.0053572891
-0.0056638289
-0.0061125379
-0.0067124098
-0.0074090400
-0.0081168671
-0.0087651784
-0.0093206219
-0.0097667137
-0.0100585544
-0.0101352945
-0.0099866810
-0.0096600288
-0.0092437995
-0.0088429864
-0.0085445687
-0.0083637370
-0.0082518791
-0.0081485155
-0.0079773728
-0.0077007667
-0.0073362658
-0.0069311132
-0.0065472838
-0.0062310190
-0.0060001252
-0.0058533582
-0.0057882398
-0.0058022613
-0.0058900634
-0.0060461386
-0.0062670723
-0.0065560979
-0.0069060932
-0.0072743338
-0.0076107962
-0.0078993431
-0.0081446020
-0.0083550392
-0.0085525472
-0.0087709154
-0.0090461416
-0.0093938378
-0.0098009296
-0.0102483627
-0.0107134257
-0.0111527017
-0.0115192035
-0.0117871995
-0.0119377378
-0.0119523099
-0.0118319625
-0.0115958126
-0.0112867354
-0.0109610690
-0.0106677099
-0.0104706197
-0.0104359042
-0.0105952127
-0.0109461262
-0.0114463358
-0.0119924962
-0.0124447158
-0.0126973586
-0.0127605316
-0.0127361098
-0.0127030682
-0.0126780013
-0.0126463311
-0.0125935006
-0.0125135562
-0.0124146554
-0.0123257410
-0.0122642246
-0.0122149776
-0.0121583114
-0.0120773604
-0.0119577435
-0.0118089277
-0.0116646186
-0.0115630037
-0.0115417917
-0.0116365734
-0.0118800398
-0.0122798711
-0.0127807297
-0.0132779408
-0.0136785426
-0.0139374542
-0.0140530494
-0.0140637285
-0.0140338292
-0.0140182670
-0.0140380151
-0.0140827475
-0.0141333839
-0.0141768642
-0.0142043686
-0.0142212778
-0.0142455904
-0.0142969020
-0.0143972503
-0.0145523634
-0.0147603557
-0.0150013993
-0.0152247525
-0.0153662257
-0.0154045521
-0.0153597207
-0.0152804350
-0.0152422475
-0.0153082395
-0.0155277702
-0.0158970020
-0.0163540529
-0.0168203090
-0.0172281810
-0.0175247052
-0.0177001276
-0.0177918883
-0.0178592703
-0.0179556315
-0.0180894115
-0.0182486875
-0.0184345191
-0.0186528702
-0.0189090916
-0.0191960040
-0.0194912316
-0.0197743211
-0.0200253872
-0.0202264556
-0.0203669234
-0.0204405741
-0.0204611494
-0.0204604153
-0.0204667674
-0.0204930948
-0.0205182754
-0.0205074156
-0.0204427141
-0.0203181098
-0.0201295020
-0.0198950065
-0.0196550865
-0.0194260552
-0.0191895326
-0.0189035392
-0.0185123348
